50,100,f,s
60,100,f,s
70,100,f,s
80,100,f,s
90,100,f,s
100,100,f,s
110,100,f,s
120,100,f,s
130,100,f,s
140,100,f,s
150,100,f,l
160,100,f,s
170,100,f,s
180,100,f,s
190,100,f,s
200,100,f,s
210,100,f,s
220,100,f,s
230,100,f,s
240,100,f,s
250,100,f,l
260,100,f,s
270,100,f,s
280,100,f,s
290,100,f,s
300,100,f,s
310,100,f,s
320,100,f,s
330,100,f,s
340,100,f,s
350,100,f,s
360,100,f,s
370,100,f,s
380,100,f,s
390,100,f,s
400,100,f,s
410,100,f,s
420,100,f,s
430,100,f,s
440,100,f,s
450,100,f,s
460,100,f,s
470,100,f,s
480,100,f,s
490,100,f,s
500,100,f,s
510,100,f,s
520,100,f,s
530,100,f,s
540,100,f,s
550,100,f,s
560,100,f,s
570,100,f,s
580,100,f,s
590,100,f,s
600,100,f,s
610,100,f,s
620,100,f,s
630,100,f,m
640,100,f,s
650,100,f,s
660,100,f,s
670,100,f,s
680,100,f,s
690,100,f,s
700,100,f,s
710,100,f,s
720,100,f,s
730,100,f,m
740,100,f,s
750,100,f,s
760,100,f,s
770,100,f,s
780,100,f,s
790,100,f,s
800,100,f,s
810,100,f,s
820,100,f,s
830,100,f,m
840,100,f,s
850,100,f,s
860,100,f,s
870,100,f,s
880,100,f,s
890,100,f,s
900,100,f,s
910,100,f,s
920,100,f,s
930,100,f,s
940,100,f,l
950,100,f,s
960,100,f,s
970,100,f,s
980,100,f,s
990,100,f,s
1000,100,f,s
1010,100,f,s
1020,100,f,s
1030,100,f,s
1040,100,f,m
